bank-full,13,37,3,4,100,0.001,40,0.7,30,2,48,0.2,6,7,4,1239.7383205890656,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151975646627
bank-full,17,2,47,4,10,0.3,10,0.6,150,1,48,0.2,6,7,4,512.9853627204895,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151910123838
bank-full,20,27,54,4,50,0.2,10,0.9,30,3,32,0.6,6,7,1,2504.273233652115,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151910123838
bank-full,22,37,28,4,20,0.2,100,0.3,5,1,48,0.6,6,7,5,122.35549182891846,28,8,798336000,91,10,45211,16,2,89,7226,12,0.7075711684865303
bank-full,25,52,50,4,100,0.2,60,0.5,10,2,32,0.6,6,7,5,850.3503712177277,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151930215735
bank-full,26,65,3,4,50,0.3,80,0.9,25,2,5,0.6,6,7,5,332.81564087867736,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151966945412
bank-full,29,30,44,4,10,0.01,100,0.1,1,2,45,0.0,6,7,5,73.48771800994874,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151989410369
bank-full,33,52,19,4,100,0.2,20,0.8,15,2,48,0.2,6,7,1,2509.137313079834,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151904323027
bank-full,35,52,15,4,50,0.2,20,0.1,100,3,24,0.6,6,7,5,1270.9347074508667,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151904323027
bank-full,36,52,3,4,20,0.3,80,0.7,200,3,32,0.4,6,7,3,152.06331663131715,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151966945412
bank-full,38,2,28,4,10,0.3,40,0.1,150,2,48,0.8,6,7,4,149.14294419288635,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151975646627
bank-full,40,18,54,4,20,0.3,100,0.9,20,2,24,0.9,6,7,1,124.8989381313324,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151989410369
bank-full,41,37,31,4,100,0.1,80,0.2,25,2,5,0.4,6,7,2,656.9829970359802,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151966945412
bank-full,42,18,47,4,20,0.2,60,0.4,10,2,24,0.4,6,7,3,193.5780285358429,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151930215735
bank-full,43,2,50,4,20,0.1,60,0.0,20,3,34,0.0,6,7,4,195.60597639083863,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151930215735
bank-full,46,30,50,4,20,0.01,40,0.4,200,1,34,0.6,6,7,2,280.16201248168943,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151975646627
bank-full,49,52,54,4,50,0.001,80,0.6,25,1,34,0.9,6,7,2,345.88438363075255,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151966945412
bank-full,51,27,44,4,100,0.2,10,0.2,150,2,24,0.8,6,7,2,5165.858262252807,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151910123838
bank-full,53,37,21,4,100,0.001,60,0.0,150,1,16,0.0,6,7,2,888.8865012168884,28,8,798336000,91,10,45211,16,2,89,7226,12,0.8830151930215735
