isolet1+2+3+4,13,40,55,4,10,0.3,100,0.1,20,3,15,0.4,6,7,2,2.1776177883148193,28,8,798336000,57,10,6238,617,26,97,0,12,0.0559474184820097
isolet1+2+3+4,16,32,14,4,10,0.001,60,0.2,30,1,19,0.0,6,7,5,3.194536590576172,28,8,798336000,57,10,6238,617,26,97,0,12,0.041519719524755146
isolet1+2+3+4,20,17,26,4,10,0.01,80,0.4,30,1,15,0.9,6,7,4,3.267032814025879,28,8,798336000,57,10,6238,617,26,97,0,12,0.06893235129047735
isolet1+2+3+4,23,32,21,4,50,0.1,60,0.6,30,3,15,0.6,6,7,3,13.034906959533691,28,8,798336000,57,10,6238,617,26,97,0,12,0.05290157303994007
isolet1+2+3+4,24,32,58,4,100,0.2,40,0.4,150,1,5,0.0,6,7,4,32.89076170921326,28,8,798336000,57,10,6238,617,26,97,0,12,0.04713049135163412
isolet1+2+3+4,27,28,3,4,100,0.01,100,0.7,50,3,5,0.0,6,7,3,18.864573335647584,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473868975490474
isolet1+2+3+4,31,32,44,4,100,0.2,100,0.6,1,1,52,0.4,6,7,3,19.546749973297118,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847386899221188
isolet1+2+3+4,34,28,29,4,100,0.3,40,0.1,30,2,19,0.6,6,7,5,33.89857711791992,28,8,798336000,57,10,6238,617,26,97,0,12,0.04360371988604718
isolet1+2+3+4,36,43,26,4,100,0.2,80,0.4,150,2,33,0.8,6,7,5,20.003972339630128,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473870784985445
isolet1+2+3+4,38,17,29,4,50,0.1,10,0.1,20,1,30,0.0,6,7,3,55.49957795143128,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040815662
isolet1+2+3+4,39,2,44,4,50,0.01,20,0.2,100,1,52,0.6,6,7,1,30.062538051605223,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,41,40,3,4,100,0.1,80,0.6,1,1,5,0.8,6,7,3,18.469988489151,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387079454053
isolet1+2+3+4,42,17,37,4,50,0.2,10,0.6,20,2,15,0.2,6,7,2,54.40895681381225,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473870400990304
isolet1+2+3+4,45,25,14,4,50,0.1,100,0.0,30,1,22,0.0,6,7,5,9.376595211029052,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473869012217846
isolet1+2+3+4,46,43,14,4,10,0.2,20,0.6,1,3,22,0.2,6,7,4,7.903929090499878,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,48,25,3,4,10,0.3,80,0.9,1,3,33,0.2,6,7,2,3.598504638671875,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473870794241936
isolet1+2+3+4,49,2,58,4,50,0.3,10,0.7,30,1,15,0.2,6,7,3,55.22193446159363,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,50,2,18,4,100,0.01,20,0.5,50,2,52,0.4,6,7,4,55.42037167549133,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,51,59,47,4,20,0.2,10,0.1,150,1,19,0.6,6,7,3,22.84117102622986,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,60,40,35,4,100,0.3,40,0.9,30,1,22,0.4,6,7,4,30.346578693389894,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040815662
isolet1+2+3+4,61,43,55,4,20,0.01,10,0.2,30,1,15,0.9,6,7,3,23.1233510017395,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,62,32,44,4,20,0.2,80,0.6,20,1,30,0.6,6,7,1,5.267779684066772,28,8,798336000,57,10,6238,617,26,97,0,12,0.038153255207248514
isolet1+2+3+4,63,17,37,4,20,0.2,10,0.1,30,3,22,0.8,6,7,1,21.527536582946777,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,64,40,55,4,20,0.1,20,0.0,1,3,52,0.9,6,7,1,12.693711137771606,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,65,17,14,4,50,0.001,60,0.2,10,3,22,0.9,6,7,4,12.130329132080078,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387148370132
isolet1+2+3+4,66,2,44,4,100,0.001,10,0.7,15,3,5,0.9,6,7,3,102.68469166755676,28,8,798336000,57,10,6238,617,26,97,0,12,0.03847387040337908
isolet1+2+3+4,67,43,47,4,50,0.1,10,0.5,10,1,19,0.9,6,7,4,54.15704193115234,28,8,798336000,57,10,6238,617,26,97,0,12,0.03815325481668425
isolet1+2+3+4,68,40,58,4,100,0.2,80,0.2,150,2,52,0.8,6,7,3,18.246128129959107,28,8,798336000,57,10,6238,617,26,97,0,12,0.038473870794241936
